movie,genre,year,link,summary,celebrity1,celebrity2,celebrity3,celebrity4,celebrity5,celebrity6,,
蓝色大门 藍色大門,剧情爱情同性,2002,"https://movie.douban.com/subject/1308575
",高中生孟克柔（桂纶镁饰）与林月珍（梁淑慧饰）是无话不谈的好友，月珍告诉克柔，说自己喜欢上了一个叫张士豪（陈柏霖饰）的男生，便常常要求克柔帮她接近张士豪，帮忙认识他、帮忙传递情书。没想到张士豪以为喜欢自己的是孟克柔，所以也常常借故接近她，跟她在一起。传递情书的事，被张贴出来，原来林月珍是以孟克柔的名义给张士豪写信，孟克柔非常生气而从而跟林月珍的关系疏远了。另一边厢孟克柔极不愿意承认她与张士豪之间是恋人的关系，可是张士豪已深深喜欢上她。孟克柔想跟男生接吻，因为她想清楚一件事，原来她心里，喜欢的是另外一个人。,易智言 导演,陈柏霖 饰 张士豪,桂纶镁 饰 孟克柔,梁又琳 饰 林月珍,仇政 饰 孟妈妈,明金成 饰 体育老师,,
辛德勒的名单 Schindler's List,剧情历史战争,1993,"https://movie.douban.com/subject/1295124
",1939年，波兰在纳粹德国的统治下，党卫军对犹太人进行了隔离统治。德国商人奥斯卡·辛德勒（连姆·尼森LiamNeeson饰）来到德军统治下的克拉科夫，开设了一间搪瓷厂，生产军需用品。凭着出众的社交能力和大量的金钱，辛德勒和德军建立了良好的关系，他的工厂雇用犹太人工作，大发战争财。1943年，克拉科夫的犹太人遭到了惨绝人寰的大屠杀，辛德勒目睹这一切，受到了极大的震撼，他贿赂军官，让自己的工厂成为集中营的附属劳役营，在那些疯狂屠杀的日子里，他的工厂也成为了犹太人的避难所。1944年，德国战败前夕，屠杀犹太人的行动越发疯狂，辛德勒向德军军官开出了1200人的名单，倾家荡产买下了这些犹太人的生命。在那些暗无天日的岁月里，拯救一个人，就是拯救全世界。,史蒂文·斯皮尔伯格 导演,连姆·尼森 饰 Oskar Schindler,本·金斯利 饰 Itzhak Stern,拉尔夫·费因斯 饰 Amon Goeth,卡罗琳·古多尔 饰 Emilie Schindler,乔纳森·萨加尔 饰 Poldek Pfefferberg,,
风声,剧情惊悚战争犯罪,2009,"https://movie.douban.com/subject/3734112
",1942年10月10日，汪伪政权举行了盛大的国民政府庆典。然而，一系列的军政要员遇刺事件，让身为特务处长王田香（王志文饰）如坐针毡。在对女刺客（刘威葳饰）的酷刑审问中，他获得了一条关键的情报——代号为老鬼的地下党已经混入了剿匪司令部。立功心切的王田香立刻向日本皇军特务机关长武田（黄晓明饰）做了汇报。二人随即在裘庄布下了一个圈套，意图通过放出假消息逼老鬼现身。在被怀疑的对象中，有司令的侍从官白小年（苏有朋饰）、军机处长金生火（英达饰）、剿匪大队长吴志国（张涵予饰）、译电组组长李宁玉（李冰冰饰）以及行政收发专员顾晓梦（周迅饰）。在怀疑与排查中，武田与王田香不择手段软硬兼施，然而事情的发展却出乎意料……,陈国富 导演,高群书 导演,周迅 饰 顾晓梦,李冰冰 饰 李宁玉,张涵予 饰 吴志国,王志文 饰 王田香,,
罗马假日 Roman Holiday,剧情喜剧爱情,1953,"https://movie.douban.com/subject/1293839
",欧洲某国的安妮公主（奥黛丽·赫本AudreyHepburn饰）到访罗马，国务烦身，但她又厌倦繁文缛节。一天晚上，身心俱疲的她偷偷来到民间欣赏夜景，巧遇报社记者乔（格里高利·派克GregoryPeck饰）。二人把手同游，相当快乐。公主更是到乔的家中作客并在那过夜。不料乔无意中发现了公主的真实身份，他决定炮制一个独家新闻，于是乔和朋友、摄影师欧文（埃迪·艾伯特EddieAlbert饰）一起带公主同游罗马，并且偷拍了公主的很多生活照。然而，在接下来与公主的相处中，乔不知不觉恋上了公主。为了保护公主的形象，乔只能忍痛抛弃功成名就的良机，将照片送予了公主。安妮公主在经历了罗马一日假期后，反而体验了自己对国家的责任，毅然返回了大使馆，为了本身的责任而果断抛弃了爱情。,威廉·惠勒 导演,奥黛丽·赫本 饰 Princess Ann,格利高里·派克 饰 Joe Bradley,埃迪·艾伯特 饰 Irving Radovich,哈特利·鲍尔 饰 Mr. Hennessy,哈考特·威廉姆斯 饰 Ambassador,,
勇敢的心 Braveheart,剧情动作传记历史战争,1995,"https://movie.douban.com/subject/1294639
",威廉•华莱士童年时，其父、苏格兰民族英雄马索•华莱士在与英军的斗争中牺牲，他开始接受父亲好友的指导，学习苏格兰文化和武术。青年华莱士（梅尔•吉布森）学成回到故乡，向美丽的少女梅伦求婚，不想梅伦被英军抢去且遭杀害。在广大村民“英雄之后”的呼声中，华莱士率众揭竿起义，并与苏格兰贵族罗伯结成联盟，但不久他发现，苏格兰贵族考虑的只是自身的利益。英王为缓和局势，派伊莎贝拉（苏菲•玛索）前去和华莱士谈判，由于英王只想收买华莱士，根本不顾苏格兰人民的自由和平等，谈判失败，但这一切并不为伊莎贝拉所知。伊莎贝拉归国后发现事情真相，且知晓英王正策划阴招，忙送信给华莱士，而两人的爱情，也在战争与阴谋中悄然滋生。,梅尔·吉布森 导演,梅尔·吉布森 饰 William Wallace,苏菲·玛索 饰 Princess Isabelle,布莱恩·考克斯 饰 Argyle Wallace,詹姆斯·科兹莫 饰 Campbell,辛·劳洛 饰 Malcolm Wallace,,
放牛班的春天 Les choristes,剧情喜剧音乐,2004,"https://movie.douban.com/subject/1291549
",1949年的法国乡村，音乐家克莱门特（热拉尔·朱尼奥饰）到了一间外号叫“塘低”的男子寄宿学校当助理教师。学校里的学生大部分都是难缠的问题儿童，体罚在这里司空见惯，学校的校长（弗朗索瓦·贝莱昂饰）只顾自己的前途，残暴高压。性格沉静的克莱门特尝试用自己的方法改善这种状况，他重新创作音乐作品，组织合唱团，决定用音乐的方法来打开学生们封闭的心灵。然而，事情并不顺利，克莱门特发现学生皮埃尔·莫安琦（让-巴蒂斯特·莫尼耶饰）拥有非同一般的音乐天赋，但是单亲家庭长大的他，性格异常敏感孤僻，怎样释放皮埃尔的音乐才能，让克莱门特头痛不已；同时，他与皮埃尔母亲的感情也渐渐微妙起来。,克里斯托夫·巴拉蒂 导演,让-巴蒂斯特·莫尼耶 饰 Pierre Morhange,热拉尔·朱尼奥 饰 Clément Mathieu,弗朗索瓦·贝莱昂 饰 Headmaster Rachin,凯德·麦拉德 饰 Chabert,让-保罗·博奈雷 饰 La Père Maxence,,
天下无贼,剧情动作犯罪,2004,"https://movie.douban.com/subject/1291550
",王薄（刘德华饰）和王丽（刘若英饰）本是一对最佳贼拍档，但因怀了王薄的孩子，王丽决定收手赎罪，两人产生分歧。在火车站遇到刚刚从城市里挣了一笔钱准备回老家用它盖房子娶媳妇的农村娃子傻根（王宝强饰）后，王丽被他的单纯打动，决定暗中保护不使他的辛苦钱失窃，王薄却寻思找合适机会下手，但最终因为“夫妻情深”归入了王丽的阵营。不料傻根的钱早被以黎叔（葛优饰）为头目的另一著名扒窃团伙盯上，于是一系列围绕傻根书包里的钞票、在王薄、王丽和黎叔团伙之间展开的强强斗争上演。,冯小刚 导演,刘德华 饰 王薄,刘若英 饰 王丽,王宝强 饰 傻根,李冰冰 饰 小叶,葛优 饰 胡黎,,
疯狂的石头,喜剧犯罪,2006,"https://movie.douban.com/subject/1862151
",重庆一间工艺品厂已经濒临倒闭，却不料在拆倒旧厂房的时候，发现了厕所里的一件宝物——一块价值连城的翡翠。厂里决定用这块翡翠举办一个展览，赚些钱发拖欠了几个月的工人工资。期间由工艺品厂保卫科长包世宏（郭涛饰）负责看守这件宝物。但是，国际大盗麦克与本地一帮小偷却让包世宏一筹莫展，他们各施其技接近翡翠，展览馆开始了一场明争暗斗的较量。黑色幽默也开始幕幕上演。翡翠的价值几何？最后谁是胜出者？事情远没有表面那么简单……,宁浩 导演,郭涛 饰 包世宏,刘桦 饰 道哥,连晋 饰 麦克,黄渤 饰 黑皮,徐峥 饰 冯董,,
龙猫 となりのトトロ,动画奇幻冒险,1988,"https://movie.douban.com/subject/1291560
",小月的母亲生病住院了，父亲带着她与四岁的妹妹小梅到乡间的居住。她们对那里的环境都感到十分新奇，也发现了很多有趣的事情。她们遇到了很多小精灵，她们来到属于她们的环境中，看到了她们世界中很多的奇怪事物，更与一只大大胖胖的龙猫成为了朋友。龙猫与小精灵们利用他们的神奇力量，为小月与妹妹带来了很多神奇的景观，令她们大开眼界。妹妹小梅常常挂念生病中的母亲，嚷着要姐姐带着她去看母亲，但小月拒绝了。小梅竟然自己前往，不料途中迷路了，小月只好寻找她的龙猫及小精灵朋友们帮助。,宫崎骏 导演,日高法子 配 小月 サツキ Satsuki,坂本千夏 配 小梅 メイ Mei,糸井重里 配 爸爸 / 草壁先生 とうさん Tatsuo Kusakabe,岛本须美 配 妈妈 かあさん Yasuko Kusakabe,北林谷荣 配 婆婆 ばあちゃん Granny,,
沉默的羔羊 The Silence of the Lambs,剧情惊悚犯罪,1991,"https://movie.douban.com/subject/1293544
",联调局学院学员ClariceM.Starling（乔迪·福斯特饰）受行为科学组的JackCrawford（斯科特·格伦饰）指派，前往州立巴尔的摩法医院访问被监禁的精神科医生HannibalLecter（安东尼·霍普金斯饰）。Lecter要求转到条件较好的联邦机构，远离常常折磨他的FrederickChilton医生（安东尼·希尔德饰），并愿意为此提供持续作案的连环杀手水牛比尔（泰德·莱文饰）的心理分析……,乔纳森·戴米 导演,朱迪·福斯特 饰 克拉丽斯·史达琳 Clarice Starling,安东尼·霍普金斯 饰 汉尼拔·莱克特博士 Dr. Hannibal Lecter,斯科特·格伦 饰 杰克·克劳福德 Jack Crawford,安东尼·希尔德 饰 弗雷德里克·奇尔顿博士 Dr. Frederick Chilton,布鲁克·史密斯 饰 凯瑟琳·马丁 Catherine Martin,,
低俗小说 Pulp Fiction,剧情喜剧犯罪,1994,"https://movie.douban.com/subject/1291832
",《低俗小说》由“文森特和马沙的妻子”、“金表”、“邦妮的处境”三个故事以及影片首尾的序幕和尾声五个部分组成。看似独立的小故事里面，却又有环环相扣的人和事。盗贼“小南瓜”和“小兔子”在早餐店里打劫，却遇上了天大的麻烦——黑社会成员朱尔斯（塞缪尔•杰克逊SamuelL.Jackson饰）和文森特（约翰•特拉沃尔塔JohnTravolta饰）在店内用餐，可谓天外有天。二人是否会放过两名小盗贼？而文森特是黑社会大哥马沙•华莱士（文•瑞姆斯VingRhames饰）的手下，马沙下命令让他陪妻子一个晚上，明知如有雷池必死无疑，但面对马沙妻子美艳诱惑，文森特该怎么办。文森特的故事还没完，拳击手布奇（布鲁斯•威利斯BruceWillis饰）的出现将令他的人生从此改变。布奇有一块祖传金表，就是因为这块金表，他和马沙分享了一个耻辱的秘密。故事环状结构，回...(展开全部),昆汀·塔伦蒂诺 导演,约翰·特拉沃尔塔 饰 Vincent Vega,乌玛·瑟曼 饰 Mia Wallace,阿曼达·普拉莫 饰 Honey Bunny,蒂姆·罗斯 饰 Pumpkin,塞缪尔·杰克逊 饰 Jules Winnfield,,
大话西游之大圣娶亲 西遊記大結局之仙履奇緣,喜剧爱情奇幻古装,1995,"https://movie.douban.com/subject/1292213
",至尊宝（周星驰饰）被月光宝盒带回到五百年前，遇见紫霞仙子（朱茵饰），被对方打上烙印成为对方的人，并发觉自己已变成孙悟空。紫霞与青霞（朱茵饰）本是如来佛祖座前日月神灯的灯芯（白天是紫霞，晚上是青霞），二人虽然同一肉身却仇恨颇深，因此紫霞立下誓言，谁能拔出她手中的紫青宝剑，谁就是她的意中人。紫青宝剑被至尊宝于不经意间拔出，紫霞决定以身相许，却遭一心记挂白晶晶（莫文蔚饰）的至尊宝拒绝。后牛魔王救下迷失在沙漠中的紫霞，并逼紫霞与他成婚，关键时刻，至尊宝现身。,刘镇伟 导演,周星驰 饰 至尊宝/孙悟空,吴孟达 饰 二当家 / 猪八戒 / 状元,朱茵 饰 紫霞仙子 / 盘丝大仙 / 青霞仙子,蔡少芬 饰 铁扇公主,蓝洁瑛 饰 春三十娘 / 状元娘子,,
美丽人生 La vita è bella,剧情喜剧爱情战争,1997,"https://movie.douban.com/subject/1292063
",犹太青年圭多（罗伯托·贝尼尼）邂逅美丽的女教师多拉（尼可莱塔·布拉斯基），他彬彬有礼的向多拉鞠躬：“早安！公主！”。历经诸多令人啼笑皆非的周折后，天遂人愿，两人幸福美满的生活在一起。然而好景不长，法西斯政权下，圭多和儿子被强行送往犹太人集中营。多拉虽没有犹太血统，毅然同行，与丈夫儿子分开关押在一个集中营里。聪明乐天的圭多哄骗儿子这只是一场游戏，奖品就是一辆大坦克，儿子快乐、天真的生活在纳粹的阴霾之中。尽管集中营的生活艰苦寂寞，圭多仍然带给他人很多快乐，他还趁机在纳粹的广播里问候妻子：“早安！公主！”法西斯政权即将倾覆，纳粹的集中营很快就要接受最后的清理，圭多编给儿子的游戏该怎么结束？他们一家能否平安的度过这黑暗的年代呢？,罗伯托·贝尼尼 导演,罗伯托·贝尼尼 饰 Guido,尼可莱塔·布拉斯基 饰 Dora,乔治·坎塔里尼 饰 Giosuè,朱斯蒂诺·杜拉诺 饰 Zio,赛尔乔·比尼·布斯特里克 饰 Ferruccio,,
